Data,Cidade,Tipo_Mercado,Numero_Indice_Total,Var_Mensal_Percent,Var_12m_Percent,Preco_m2,IPCA,IGP-M,IPCA_var,IGPM_var,SELIC_media_mensal
2022-06-01,São,Locacao,109.5,,0.0,38.0,5.834003571428572,6.245964285714285,-2.746456503352324,-4.140115423102952,0.048116142857142864
2022-07-01,São,Locacao,111.2,,0.0,38.6,5.181057142857143,5.805783333333333,-11.192081399626952,-7.047445874574243,0.049037
2022-08-01,São,Locacao,113.0,,0.0,39.2,5.405071739130435,5.148797826086956,4.323723713067507,-11.316052796430752,0.050559608695652174
2022-09-01,São,Locacao,114.9,,0.0,39.9,5.071798809523809,4.665683333333333,-6.165929809846382,-9.383054240465029,0.050788
2022-10-01,São,Locacao,117.0,,0.0,40.6,5.05433875,4.2630525,-0.3442577314191286,-8.629621956055022,0.050788
2022-11-01,São,Locacao,118.7,,0.0,41.2,5.2362275,4.39405,3.598665601904893,3.0728568320469885,0.050788
2022-12-01,São,Locacao,119.8,,0.2983,41.6,5.232951136363637,4.484347727272727,-0.0625710711836591,2.0549999948277,0.05078799999999999
2023-01-01,São,Locacao,122.8,,0.2281,42.6,5.453275,4.650378409090909,4.210317618013626,3.702448871402697,0.05078799999999999
2023-02-01,São,Locacao,124.1,,0.1743,43.1,5.678552777777778,4.643279166666667,4.131054784102739,-0.1526594569242756,0.050788
2023-03-01,São,Locacao,125.8,,0.187,43.7,5.503395652173913,4.722534782608696,-3.0845381289633766,1.706888883851554,0.050788
2023-04-01,São,Locacao,126.1,,0.184,43.8,5.282602777777778,4.31285,-4.01193896188291,-8.67510355069081,0.050788
2023-05-01,São,Locacao,127.8,,0.1810999999999999,44.4,4.933446590909091,3.9326511363636367,-6.609548390378228,-8.815490073532894,0.05078799999999999
2023-06-01,São,Locacao,129.0,,0.1778,44.8,4.266885714285714,3.534380952380952,-13.511058939031695,-10.12726962480962,0.050788
2023-07-01,São,Locacao,129.3,,0.1634,44.9,4.134565476190476,3.753894047619047,-3.101096372284473,6.210793295788308,0.050788
2023-08-01,São,Locacao,131.2,,0.1616,45.6,4.13858152173913,4.114457608695652,0.0971334369181287,9.605054285037596,0.04918926086956521
2023-09-01,São,Locacao,133.5,,0.1623,46.4,4.11075625,4.09599,-0.6723383747056833,-0.4488467363625847,0.0484217
2023-10-01,São,Locacao,134.9,,0.1527,46.9,3.951163095238095,4.222013095238095,-3.882330769719189,3.0767432351664903,0.047279
2023-11-01,São,Locacao,134.6,,0.134,46.7,3.9136225,4.29697875,-0.9501150505110356,1.7755902947448554,0.0456013
2023-12-01,São,Locacao,136.5,,0.1389,47.4,3.85192625,4.205685,-1.5764486738309769,-2.124603245943446,0.0445373
2024-01-01,São,Locacao,139.4,,0.1351,48.4,3.836232954545455,4.054798863636363,-0.4074142243648881,-3.587670887468664,0.043739
2024-02-01,São,Locacao,142.6,,0.1492,49.5,3.7164802631578944,3.8070263157894737,-3.121621987154566,-6.110600209271189,0.041957
2024-03-01,São,Locacao,142.5,,0.1322,49.5,3.47545875,3.90178375,-6.485209017445404,2.489014426234037,0.0414203
2024-04-01,São,Locacao,141.7,,0.1236999999999999,49.2,3.515184090909091,4.083145454545455,1.1430243822945885,4.648174172785846,0.040168
2024-05-01,São,Locacao,141.6,,0.108,49.2,3.629939285714285,4.466585714285714,3.264557184984196,9.390805789526912,0.039483809523809525
2024-06-01,São,Locacao,142.1,,0.1018999999999999,49.4,3.64047125,4.47748625,0.290141610003336,0.2440462673630516,0.03927
2024-07-01,São,Locacao,141.9,,0.0973,49.3,3.752504347826087,4.288230434782609,3.077433940072627,-4.226831857214341,0.03927
2024-08-01,São,Locacao,141.0,,0.0747,49.0,3.826120454545455,4.1475420454545455,1.9617860472837425,-3.2808029201722544,0.03927
2024-09-01,São,Locacao,140.7,,0.0533999999999999,48.9,4.022889285714286,4.077870238095239,5.142776697870799,-1.6798336604125108,0.03961209523809524
2024-10-01,São,Locacao,141.3,,0.0473,49.1,4.065692391304348,4.3593402173913045,1.0639891518282596,6.902377046395181,0.040168
2024-11-01,São,Locacao,144.9,,0.077,50.3,4.284196052631579,4.577456578947369,5.374328411922269,5.003425992903776,0.04158036842105264
2024-12-01,São,Locacao,149.2,,0.093,51.8,4.820945238095239,4.975930952380953,12.528585967347606,8.705148078656745,0.044158333333333334
2025-01-01,São,Locacao,153.4,,0.1007,53.3,5.259276136363637,4.963214772727273,9.092218986531853,-0.2555537802950258,0.04583336363636364
2025-02-01,São,Locacao,154.9,,0.0863,53.8,5.690838749999999,5.175330000000001,8.205741673316158,4.273746694144576,0.049037
2025-03-01,São,Locacao,155.5,,0.0917,54.0,5.255302631578948,5.0825815789473685,-7.653285175600022,-1.792125739858752,0.05050815789473684
2025-04-01,São,Locacao,155.7,,0.0989,54.1,4.990705,5.09747,-5.034869542792619,0.2929302918481591,0.05253100000000001
2022-01-01,São,Venda,100.0,,0.0,5230.0,5.182683333333333,5.935103571428572,,,0.034749
2022-02-01,São,Venda,101.2,,0.0,5291.0,5.332007894736842,6.120422368421053,2.88122101620798,3.122418922638537,0.03959757894736843
2022-03-01,São,Venda,102.9,,0.0,5382.0,5.784530681818182,6.808053409090909,8.486911422768518,11.235025939022748,0.041953500000000005
2022-04-01,São,Venda,106.8,,0.0,5585.0,5.715367105263158,6.757856578947368,-1.195664442967126,-0.7373154575507912,0.043739
2022-05-01,São,Venda,111.0,,0.0,5805.0,5.998756818181818,6.515722727272728,4.958381634973064,-3.582997787034359,0.04679627272727272
2022-06-01,São,Venda,114.9,,0.0,6009.0,5.834003571428572,6.245964285714285,-2.746456503352324,-4.140115423102952,0.048116142857142864
2022-07-01,São,Venda,116.9,,0.0,6112.0,5.181057142857143,5.805783333333333,-11.192081399626952,-7.047445874574243,0.049037
2022-08-01,São,Venda,118.6,,0.0,6201.0,5.405071739130435,5.148797826086956,4.323723713067507,-11.316052796430752,0.050559608695652174
2022-09-01,São,Venda,119.8,,0.0,6265.0,5.071798809523809,4.665683333333333,-6.165929809846382,-9.383054240465029,0.050788
2022-10-01,São,Venda,120.6,,0.0,6308.0,5.05433875,4.2630525,-0.3442577314191286,-8.629621956055022,0.050788
2022-11-01,São,Venda,121.5,,0.0,6357.0,5.2362275,4.39405,3.598665601904893,3.0728568320469885,0.050788
2022-12-01,São,Venda,122.2,,0.2311,6391.0,5.232951136363637,4.484347727272727,-0.0625710711836591,2.0549999948277,0.05078799999999999
2023-01-01,São,Venda,122.4,,0.2235,6399.0,5.453275,4.650378409090909,4.210317618013626,3.702448871402697,0.05078799999999999
2023-02-01,São,Venda,122.2,,0.208,6391.0,5.678552777777778,4.643279166666667,4.131054784102739,-0.1526594569242756,0.050788
2023-03-01,São,Venda,124.1,,0.206,6491.0,5.503395652173913,4.722534782608696,-3.0845381289633766,1.706888883851554,0.050788
2023-04-01,São,Venda,126.6,,0.1853,6620.0,5.282602777777778,4.31285,-4.01193896188291,-8.67510355069081,0.050788
2023-05-01,São,Venda,128.9,,0.1613,6741.0,4.933446590909091,3.9326511363636367,-6.609548390378228,-8.815490073532894,0.05078799999999999
2023-06-01,São,Venda,129.2,,0.1249,6760.0,4.266885714285714,3.534380952380952,-13.511058939031695,-10.12726962480962,0.050788
2023-07-01,São,Venda,128.9,,0.1033999999999999,6744.0,4.134565476190476,3.753894047619047,-3.101096372284473,6.210793295788308,0.050788
2023-08-01,São,Venda,129.0,,0.0877999999999999,6746.0,4.13858152173913,4.114457608695652,0.0971334369181287,9.605054285037596,0.04918926086956521
2023-09-01,São,Venda,128.5,,0.0729,6722.0,4.11075625,4.09599,-0.6723383747056833,-0.4488467363625847,0.0484217
2023-10-01,São,Venda,129.7,,0.0751999999999999,6782.0,3.951163095238095,4.222013095238095,-3.882330769719189,3.0767432351664903,0.047279
2023-11-01,São,Venda,131.2,,0.0791999999999999,6860.0,3.9136225,4.29697875,-0.9501150505110356,1.7755902947448554,0.0456013
2023-12-01,São,Venda,133.0,,0.0886999999999999,6958.0,3.85192625,4.205685,-1.5764486738309769,-2.124603245943446,0.0445373
2024-01-01,São,Venda,134.7,,0.1008,7044.0,3.836232954545455,4.054798863636363,-0.4074142243648881,-3.587670887468664,0.043739
2024-02-01,São,Venda,135.9,,0.1118,7106.0,3.7164802631578944,3.8070263157894737,-3.121621987154566,-6.110600209271189,0.041957
2024-03-01,São,Venda,136.7,,0.1018999999999999,7152.0,3.47545875,3.90178375,-6.485209017445404,2.489014426234037,0.0414203
2024-04-01,São,Venda,137.5,,0.0863,7191.0,3.515184090909091,4.083145454545455,1.1430243822945885,4.648174172785846,0.040168
2024-05-01,São,Venda,138.3,,0.0733999999999999,7236.0,3.629939285714285,4.466585714285714,3.264557184984196,9.390805789526912,0.039483809523809525
2024-06-01,São,Venda,140.4,,0.086,7341.0,3.64047125,4.47748625,0.290141610003336,0.2440462673630516,0.03927
2024-07-01,São,Venda,142.8,,0.1076999999999999,7471.0,3.752504347826087,4.288230434782609,3.077433940072627,-4.226831857214341,0.03927
2024-08-01,São,Venda,145.3,,0.1265,7599.0,3.826120454545455,4.1475420454545455,1.9617860472837425,-3.2808029201722544,0.03927
2024-09-01,São,Venda,146.6,,0.1406,7667.0,4.022889285714286,4.077870238095239,5.142776697870799,-1.6798336604125108,0.03961209523809524
2024-10-01,São,Venda,145.7,,0.1239,7622.0,4.065692391304348,4.3593402173913045,1.0639891518282596,6.902377046395181,0.040168
2024-11-01,São,Venda,144.8,,0.1036999999999999,7572.0,4.284196052631579,4.577456578947369,5.374328411922269,5.003425992903776,0.04158036842105264
2024-12-01,São,Venda,144.6,,0.0873,7565.0,4.820945238095239,4.975930952380953,12.528585967347606,8.705148078656745,0.044158333333333334
2025-01-01,São,Venda,146.0,,0.084,7636.0,5.259276136363637,4.963214772727273,9.092218986531853,-0.2555537802950258,0.04583336363636364
2025-02-01,São,Venda,147.7,,0.0871,7725.0,5.690838749999999,5.175330000000001,8.205741673316158,4.273746694144576,0.049037
2025-03-01,São,Venda,149.0,,0.0898,7795.0,5.255302631578948,5.0825815789473685,-7.653285175600022,-1.792125739858752,0.05050815789473684
2025-04-01,São,Venda,152.4,,0.1086999999999999,7973.0,4.990705,5.09747,-5.034869542792619,0.2929302918481591,0.05253100000000001
2022-01-01,Teresina,Locacao,100.0,,0.0,15.0,5.182683333333333,5.935103571428572,,,0.034749
2022-02-01,Teresina,Locacao,100.2,,0.0,15.0,5.332007894736842,6.120422368421053,2.88122101620798,3.122418922638537,0.03959757894736843
2022-03-01,Teresina,Locacao,100.5,,0.0,15.1,5.784530681818182,6.808053409090909,8.486911422768518,11.235025939022748,0.041953500000000005
2022-04-01,Teresina,Locacao,102.1,,0.0,15.3,5.715367105263158,6.757856578947368,-1.195664442967126,-0.7373154575507912,0.043739
2022-05-01,Teresina,Locacao,105.0,,0.0,15.8,5.998756818181818,6.515722727272728,4.958381634973064,-3.582997787034359,0.04679627272727272
2022-06-01,Teresina,Locacao,110.1,,0.0,16.5,5.834003571428572,6.245964285714285,-2.746456503352324,-4.140115423102952,0.048116142857142864
2022-07-01,Teresina,Locacao,114.5,,0.0,17.2,5.181057142857143,5.805783333333333,-11.192081399626952,-7.047445874574243,0.049037
2022-08-01,Teresina,Locacao,118.2,,0.0,17.7,5.405071739130435,5.148797826086956,4.323723713067507,-11.316052796430752,0.050559608695652174
2022-09-01,Teresina,Locacao,119.6,,0.0,17.9,5.071798809523809,4.665683333333333,-6.165929809846382,-9.383054240465029,0.050788
2022-10-01,Teresina,Locacao,119.1,,0.0,17.9,5.05433875,4.2630525,-0.3442577314191286,-8.629621956055022,0.050788
2022-11-01,Teresina,Locacao,118.7,,0.0,17.8,5.2362275,4.39405,3.598665601904893,3.0728568320469885,0.050788
2022-12-01,Teresina,Locacao,119.3,,0.2080999999999999,17.9,5.232951136363637,4.484347727272727,-0.0625710711836591,2.0549999948277,0.05078799999999999
2023-01-01,Teresina,Locacao,120.9,,0.2092999999999999,18.1,5.453275,4.650378409090909,4.210317618013626,3.702448871402697,0.05078799999999999
2023-02-01,Teresina,Locacao,122.7,,0.2243,18.4,5.678552777777778,4.643279166666667,4.131054784102739,-0.1526594569242756,0.050788
2023-03-01,Teresina,Locacao,124.0,,0.2341,18.6,5.503395652173913,4.722534782608696,-3.0845381289633766,1.706888883851554,0.050788
2023-04-01,Teresina,Locacao,124.7,,0.221,18.7,5.282602777777778,4.31285,-4.01193896188291,-8.67510355069081,0.050788
2023-05-01,Teresina,Locacao,124.8,,0.1888,18.7,4.933446590909091,3.9326511363636367,-6.609548390378228,-8.815490073532894,0.05078799999999999
2023-06-01,Teresina,Locacao,125.3,,0.1387,18.8,4.266885714285714,3.534380952380952,-13.511058939031695,-10.12726962480962,0.050788
2023-07-01,Teresina,Locacao,127.5,,0.1134,19.1,4.134565476190476,3.753894047619047,-3.101096372284473,6.210793295788308,0.050788
2023-08-01,Teresina,Locacao,130.2,,0.1012,19.5,4.13858152173913,4.114457608695652,0.0971334369181287,9.605054285037596,0.04918926086956521
2023-09-01,Teresina,Locacao,131.7,,0.1015,19.8,4.11075625,4.09599,-0.6723383747056833,-0.4488467363625847,0.0484217
2023-10-01,Teresina,Locacao,132.9,,0.1165,19.9,3.951163095238095,4.222013095238095,-3.882330769719189,3.0767432351664903,0.047279
2023-11-01,Teresina,Locacao,134.2,,0.1301,20.1,3.9136225,4.29697875,-0.9501150505110356,1.7755902947448554,0.0456013
2023-12-01,Teresina,Locacao,134.3,,0.1261999999999999,20.1,3.85192625,4.205685,-1.5764486738309769,-2.124603245943446,0.0445373
2024-01-01,Teresina,Locacao,132.0,,0.0911,19.8,3.836232954545455,4.054798863636363,-0.4074142243648881,-3.587670887468664,0.043739
2024-02-01,Teresina,Locacao,130.2,,0.0608,19.5,3.7164802631578944,3.8070263157894737,-3.121621987154566,-6.110600209271189,0.041957
2024-03-01,Teresina,Locacao,132.6,,0.0692,19.9,3.47545875,3.90178375,-6.485209017445404,2.489014426234037,0.0414203
2024-04-01,Teresina,Locacao,136.8,,0.0969,20.5,3.515184090909091,4.083145454545455,1.1430243822945885,4.648174172785846,0.040168
2024-05-01,Teresina,Locacao,139.6,,0.1183,20.9,3.629939285714285,4.466585714285714,3.264557184984196,9.390805789526912,0.039483809523809525
2024-06-01,Teresina,Locacao,139.5,,0.1131,20.9,3.64047125,4.47748625,0.290141610003336,0.2440462673630516,0.03927
2024-07-01,Teresina,Locacao,138.4,,0.0849,20.8,3.752504347826087,4.288230434782609,3.077433940072627,-4.226831857214341,0.03927
2024-08-01,Teresina,Locacao,139.3,,0.07,20.9,3.826120454545455,4.1475420454545455,1.9617860472837425,-3.2808029201722544,0.03927
2024-09-01,Teresina,Locacao,141.3,,0.0724,21.2,4.022889285714286,4.077870238095239,5.142776697870799,-1.6798336604125108,0.03961209523809524
2024-10-01,Teresina,Locacao,143.5,,0.0798,21.5,4.065692391304348,4.3593402173913045,1.0639891518282596,6.902377046395181,0.040168
2024-11-01,Teresina,Locacao,145.6,,0.0853999999999999,21.8,4.284196052631579,4.577456578947369,5.374328411922269,5.003425992903776,0.04158036842105264
2024-12-01,Teresina,Locacao,145.7,,0.0847,21.9,4.820945238095239,4.975930952380953,12.528585967347606,8.705148078656745,0.044158333333333334
2025-01-01,Teresina,Locacao,146.3,,0.1085999999999999,21.9,5.259276136363637,4.963214772727273,9.092218986531853,-0.2555537802950258,0.04583336363636364
2025-02-01,Teresina,Locacao,148.6,,0.1419,22.3,5.690838749999999,5.175330000000001,8.205741673316158,4.273746694144576,0.049037
2025-03-01,Teresina,Locacao,152.1,,0.1472,22.8,5.255302631578948,5.0825815789473685,-7.653285175600022,-1.792125739858752,0.05050815789473684
2025-04-01,Teresina,Locacao,155.9,,0.1394999999999999,23.4,4.990705,5.09747,-5.034869542792619,0.2929302918481591,0.05253100000000001
2022-01-01,Teresina,Venda,100.0,,0.0,4138.0,5.182683333333333,5.935103571428572,,,0.034749
2022-02-01,Teresina,Venda,100.9,,0.0,4174.0,5.332007894736842,6.120422368421053,2.88122101620798,3.122418922638537,0.03959757894736843
2022-03-01,Teresina,Venda,102.0,,0.0,4221.0,5.784530681818182,6.808053409090909,8.486911422768518,11.235025939022748,0.041953500000000005
2022-04-01,Teresina,Venda,103.9,,0.0,4298.0,5.715367105263158,6.757856578947368,-1.195664442967126,-0.7373154575507912,0.043739
2022-05-01,Teresina,Venda,107.8,,0.0,4461.0,5.998756818181818,6.515722727272728,4.958381634973064,-3.582997787034359,0.04679627272727272
2022-06-01,Teresina,Venda,111.9,,0.0,4629.0,5.834003571428572,6.245964285714285,-2.746456503352324,-4.140115423102952,0.048116142857142864
2022-07-01,Teresina,Venda,114.5,,0.0,4738.0,5.181057142857143,5.805783333333333,-11.192081399626952,-7.047445874574243,0.049037
2022-08-01,Teresina,Venda,114.8,,0.0,4748.0,5.405071739130435,5.148797826086956,4.323723713067507,-11.316052796430752,0.050559608695652174
2022-09-01,Teresina,Venda,114.7,,0.0,4744.0,5.071798809523809,4.665683333333333,-6.165929809846382,-9.383054240465029,0.050788
2022-10-01,Teresina,Venda,116.3,,0.0,4813.0,5.05433875,4.2630525,-0.3442577314191286,-8.629621956055022,0.050788
2022-11-01,Teresina,Venda,118.7,,0.0,4910.0,5.2362275,4.39405,3.598665601904893,3.0728568320469885,0.050788
2022-12-01,Teresina,Venda,121.0,,0.2069,5005.0,5.232951136363637,4.484347727272727,-0.0625710711836591,2.0549999948277,0.05078799999999999
2023-01-01,Teresina,Venda,122.4,,0.2239999999999999,5065.0,5.453275,4.650378409090909,4.210317618013626,3.702448871402697,0.05078799999999999
2023-02-01,Teresina,Venda,123.4,,0.2238,5107.0,5.678552777777778,4.643279166666667,4.131054784102739,-0.1526594569242756,0.050788
2023-03-01,Teresina,Venda,125.2,,0.2275,5181.0,5.503395652173913,4.722534782608696,-3.0845381289633766,1.706888883851554,0.050788
2023-04-01,Teresina,Venda,126.1,,0.2144,5219.0,5.282602777777778,4.31285,-4.01193896188291,-8.67510355069081,0.050788
2023-05-01,Teresina,Venda,126.0,,0.1687999999999999,5214.0,4.933446590909091,3.9326511363636367,-6.609548390378228,-8.815490073532894,0.05078799999999999
2023-06-01,Teresina,Venda,125.1,,0.1178999999999999,5175.0,4.266885714285714,3.534380952380952,-13.511058939031695,-10.12726962480962,0.050788
2023-07-01,Teresina,Venda,125.0,,0.0919,5174.0,4.134565476190476,3.753894047619047,-3.101096372284473,6.210793295788308,0.050788
2023-08-01,Teresina,Venda,125.5,,0.094,5194.0,4.13858152173913,4.114457608695652,0.0971334369181287,9.605054285037596,0.04918926086956521
2023-09-01,Teresina,Venda,126.3,,0.1013,5225.0,4.11075625,4.09599,-0.6723383747056833,-0.4488467363625847,0.0484217
2023-10-01,Teresina,Venda,127.0,,0.0919,5255.0,3.951163095238095,4.222013095238095,-3.882330769719189,3.0767432351664903,0.047279
2023-11-01,Teresina,Venda,127.5,,0.0746,5277.0,3.9136225,4.29697875,-0.9501150505110356,1.7755902947448554,0.0456013
2023-12-01,Teresina,Venda,128.1,,0.0587,5299.0,3.85192625,4.205685,-1.5764486738309769,-2.124603245943446,0.0445373
2024-01-01,Teresina,Venda,128.4,,0.0494,5315.0,3.836232954545455,4.054798863636363,-0.4074142243648881,-3.587670887468664,0.043739
2024-02-01,Teresina,Venda,126.5,,0.0250999999999999,5235.0,3.7164802631578944,3.8070263157894737,-3.121621987154566,-6.110600209271189,0.041957
2024-03-01,Teresina,Venda,126.0,,0.006,5213.0,3.47545875,3.90178375,-6.485209017445404,2.489014426234037,0.0414203
2024-04-01,Teresina,Venda,125.0,,-0.0088,5174.0,3.515184090909091,4.083145454545455,1.1430243822945885,4.648174172785846,0.040168
2024-05-01,Teresina,Venda,126.6,,0.0048,5239.0,3.629939285714285,4.466585714285714,3.264557184984196,9.390805789526912,0.039483809523809525
2024-06-01,Teresina,Venda,126.5,,0.0111,5232.0,3.64047125,4.47748625,0.290141610003336,0.2440462673630516,0.03927
2024-07-01,Teresina,Venda,127.8,,0.0218,5286.0,3.752504347826087,4.288230434782609,3.077433940072627,-4.226831857214341,0.03927
2024-08-01,Teresina,Venda,128.1,,0.0207,5302.0,3.826120454545455,4.1475420454545455,1.9617860472837425,-3.2808029201722544,0.03927
2024-09-01,Teresina,Venda,128.6,,0.0185,5321.0,4.022889285714286,4.077870238095239,5.142776697870799,-1.6798336604125108,0.03961209523809524
2024-10-01,Teresina,Venda,128.3,,0.0103,5309.0,4.065692391304348,4.3593402173913045,1.0639891518282596,6.902377046395181,0.040168
2024-11-01,Teresina,Venda,129.7,,0.0169,5366.0,4.284196052631579,4.577456578947369,5.374328411922269,5.003425992903776,0.04158036842105264
2024-12-01,Teresina,Venda,131.7,,0.0279999999999999,5448.0,4.820945238095239,4.975930952380953,12.528585967347606,8.705148078656745,0.044158333333333334
2025-01-01,Teresina,Venda,133.9,,0.0426,5541.0,5.259276136363637,4.963214772727273,9.092218986531853,-0.2555537802950258,0.04583336363636364
2025-02-01,Teresina,Venda,135.0,,0.0667,5585.0,5.690838749999999,5.175330000000001,8.205741673316158,4.273746694144576,0.049037
2025-03-01,Teresina,Venda,136.1,,0.0808,5634.0,5.255302631578948,5.0825815789473685,-7.653285175600022,-1.792125739858752,0.05050815789473684
2025-04-01,Teresina,Venda,136.1,,0.0886999999999999,5633.0,4.990705,5.09747,-5.034869542792619,0.2929302918481591,0.05253100000000001
